단계,레벨,공격력,방어력,체력,공격력 강화 비용(G),방어력 강화 비용(G),체력 강화 비용(G),공격력 누적 비용(G),방어력 누적 비용(G),체력 누적 비용(G)
10,405,405,203,3038,107,104,97,27894,27128,25850
10,406,406,203,3045,108,104,97,28001,27232,25947
10,407,407,204,3053,108,104,98,28109,27336,26044
10,408,408,204,3060,108,104,98,28217,27440,26142
10,409,409,205,3068,108,104,98,28325,27544,26240
10,410,410,205,3075,108,105,98,28433,27648,26338
10,411,411,206,3083,109,105,98,28541,27753,26436
10,412,412,206,3090,109,105,98,28650,27858,26534
10,413,413,207,3098,109,105,99,28759,27963,26632
10,414,414,207,3105,109,105,99,28868,28068,26731
10,415,415,208,3113,109,105,99,28977,28173,26830
10,416,416,208,3120,110,106,99,29086,28278,26929
10,417,417,209,3128,110,106,99,29196,28384,27028
10,418,418,209,3135,110,106,99,29306,28490,27127
10,419,419,210,3143,110,106,100,29416,28596,27226
10,420,420,210,3150,110,106,100,29526,28702,27326
10,421,421,211,3158,110,107,100,29636,28808,27426
10,422,422,211,3165,111,107,100,29746,28915,27526
10,423,423,212,3173,111,107,100,29857,29022,27626
10,424,424,212,3180,111,107,100,29968,29129,27726
10,425,425,213,3188,111,107,101,30079,29236,27826
10,426,426,213,3195,111,107,101,30190,29343,27927
10,427,427,214,3203,112,108,101,30301,29450,28028
10,428,428,214,3210,112,108,101,30413,29558,28129
10,429,429,215,3218,112,108,101,30525,29666,28230
10,430,430,215,3225,112,108,101,30637,29774,28331
10,431,431,216,3233,112,108,102,30749,29882,28432
10,432,432,216,3240,113,109,102,30861,29990,28534
10,433,433,217,3248,113,109,102,30974,30099,28636
10,434,434,217,3255,113,109,102,31087,30208,28738
10,435,435,218,3263,113,109,102,31200,30317,28840
10,436,436,218,3270,113,109,102,31313,30426,28942
10,437,437,219,3278,114,109,103,31426,30535,29044
10,438,438,219,3285,114,110,103,31540,30644,29147
10,439,439,220,3293,114,110,103,31654,30754,29250
10,440,440,220,3300,114,110,103,31768,30864,29353
10,441,441,221,3308,114,110,103,31882,30974,29456
10,442,442,221,3315,114,110,103,31996,31084,29559
10,443,443,222,3323,115,111,104,32110,31194,29662
10,444,444,222,3330,115,111,104,32225,31305,29766
10,445,445,223,3338,115,111,104,32340,31416,29870
10,446,446,223,3345,115,111,104,32455,31527,29974
10,447,447,224,3353,115,111,104,32570,31638,30078
10,448,448,224,3360,116,111,104,32685,31749,30182
10,449,449,225,3368,116,112,105,32801,31860,30286
10,450,450,225,3375,116,112,105,32917,31972,30391
10,451,451,226,3383,116,112,105,33033,32084,30496
10,452,452,226,3390,116,112,105,33149,32196,30601
10,453,453,227,3398,117,112,105,33265,32308,30706
10,454,454,227,3405,117,113,105,33382,32420,30811
10,455,455,228,3413,117,113,106,33499,32533,30916
10,456,456,228,3420,117,113,106,33616,32646,31022
10,457,457,229,3428,117,113,106,33733,32759,31128
10,458,458,229,3435,118,113,106,33850,32872,31234
10,459,459,230,3443,118,113,106,33968,32985,31340
10,460,460,230,3450,118,114,106,34086,33098,31446
10,461,461,231,3458,118,114,107,34204,33212,31552
10,462,462,231,3465,118,114,107,34322,33326,31659
10,463,463,232,3473,118,114,107,34440,33440,31766
10,464,464,232,3480,119,114,107,34558,33554,31873
10,465,465,233,3488,119,114,107,34677,33668,31980
10,466,466,233,3495,119,115,107,34796,33782,32087
10,467,467,234,3503,119,115,108,34915,33897,32194
10,468,468,234,3510,119,115,108,35034,34012,32302
10,469,469,235,3518,120,115,108,35153,34127,32410
10,470,470,235,3525,120,115,108,35273,34242,32518
10,471,471,236,3533,120,116,108,35393,34357,32626
10,472,472,236,3540,120,116,108,35513,34473,32734
10,473,473,237,3548,120,116,109,35633,34589,32842
10,474,474,237,3555,121,116,109,35753,34705,32951
10,475,475,238,3563,121,116,109,35874,34821,33060
10,476,476,238,3570,121,116,109,35995,34937,33169
10,477,477,239,3578,121,117,109,36116,35053,33278
10,478,478,239,3585,121,117,109,36237,35170,33387
10,479,479,240,3593,122,117,110,36358,35287,33496
10,480,480,240,3600,122,117,110,36480,35404,33606
10,481,481,241,3608,122,117,110,36602,35521,33716
10,482,482,241,3615,122,118,110,36724,35638,33826
10,483,483,242,3623,122,118,110,36846,35756,33936
10,484,484,242,3630,122,118,110,36968,35874,34046
10,485,485,243,3638,123,118,111,37090,35992,34156
10,486,486,243,3645,123,118,111,37213,36110,34267
10,487,487,244,3653,123,118,111,37336,36228,34378
10,488,488,244,3660,123,119,111,37459,36346,34489
10,489,489,245,3668,123,119,111,37582,36465,34600
10,490,490,245,3675,124,119,111,37705,36584,34711
10,491,491,246,3683,124,119,112,37829,36703,34822
10,492,492,246,3690,124,119,112,37953,36822,34934
10,493,493,247,3698,124,120,112,38077,36941,35046
10,494,494,247,3705,124,120,112,38201,37061,35158
10,495,495,248,3713,125,120,112,38325,37181,35270
10,496,496,248,3720,125,120,112,38450,37301,35382
10,497,497,249,3728,125,120,113,38575,37421,35494
10,498,498,249,3735,125,120,113,38700,37541,35607
10,499,499,250,3743,125,121,113,38825,37661,35720
10,500,500,250,3750,125,121,113,38950,37782,35833
10,501,501,251,3758,126,121,113,39075,37903,35946
10,502,502,251,3765,126,121,113,39201,38024,36059
10,503,503,252,3773,126,121,113,39327,38145,36172
10,504,504,252,3780,126,122,114,39453,38266,36285
10,505,505,253,3788,126,122,114,39579,38388,36399
10,506,506,253,3795,127,122,114,39705,38510,36513
10,507,507,254,3803,127,122,114,39832,38632,36627
10,508,508,254,3810,127,122,114,39959,38754,36741
10,509,509,255,3818,127,122,114,40086,38876,36855
10,510,510,255,3825,127,123,115,40213,38998,36969
10,511,511,256,3833,128,123,115,40340,39121,37084
10,512,512,256,3840,128,123,115,40468,39244,37199
10,513,513,257,3848,128,123,115,40596,39367,37314
10,514,514,257,3855,128,123,115,40724,39490,37429
10,515,515,258,3863,128,124,115,40852,39613,37544
10,516,516,258,3870,129,124,116,40980,39737,37659
10,517,517,259,3878,129,124,116,41109,39861,37775
10,518,518,259,3885,129,124,116,41238,39985,37891
10,519,519,260,3893,129,124,116,41367,40109,38007
10,520,520,260,3900,129,124,116,41496,40233,38123
10,521,521,261,3908,129,125,116,41625,40357,38239
10,522,522,261,3915,130,125,117,41754,40482,38355
10,523,523,262,3923,130,125,117,41884,40607,38472
10,524,524,262,3930,130,125,117,42014,40732,38589
10,525,525,263,3938,130,125,117,42144,40857,38706
10,526,526,263,3945,130,126,117,42274,40982,38823
10,527,527,264,3953,131,126,117,42404,41108,38940
10,528,528,264,3960,131,126,118,42535,41234,39057
10,529,529,265,3968,131,126,118,42666,41360,39175
10,530,530,265,3975,131,126,118,42797,41486,39293
10,531,531,266,3983,131,126,118,42928,41612,39411
10,532,532,266,3990,132,127,118,43059,41738,39529
10,533,533,267,3998,132,127,118,43191,41865,39647
10,534,534,267,4005,132,127,119,43323,41992,39765
10,535,535,268,4013,132,127,119,43455,42119,39884
10,536,536,268,4020,132,127,119,43587,42246,40003
10,537,537,269,4028,133,127,119,43719,42373,40122
10,538,538,269,4035,133,128,119,43852,42500,40241
10,539,539,270,4043,133,128,119,43985,42628,40360
10,540,540,270,4050,133,128,120,44118,42756,40479
10,541,541,271,4058,133,128,120,44251,42884,40599
10,542,542,271,4065,133,128,120,44384,43012,40719
10,543,543,272,4073,134,129,120,44517,43140,40839
10,544,544,272,4080,134,129,120,44651,43269,40959
10,545,545,273,4088,134,129,120,44785,43398,41079
10,546,546,273,4095,134,129,121,44919,43527,41199
10,547,547,274,4103,134,129,121,45053,43656,41320
10,548,548,274,4110,135,129,121,45187,43785,41441
10,549,549,275,4118,135,130,121,45322,43914,41562
10,550,550,275,4125,135,130,121,45457,44044,41683
10,551,551,276,4133,135,130,121,45592,44174,41804
10,552,552,276,4140,135,130,122,45727,44304,41925
10,553,553,277,4148,136,130,122,45862,44434,42047
10,554,554,277,4155,136,131,122,45998,44564,42169
10,555,555,278,4163,136,131,122,46134,44695,42291
10,556,556,278,4170,136,131,122,46270,44826,42413
10,557,557,279,4178,136,131,122,46406,44957,42535
10,558,558,279,4185,137,131,123,46542,45088,42657
10,559,559,280,4193,137,131,123,46679,45219,42780
10,560,560,280,4200,137,132,123,46816,45350,42903
10,561,561,281,4208,137,132,123,46953,45482,43026
10,562,562,281,4215,137,132,123,47090,45614,43149
10,563,563,282,4223,137,132,123,47227,45746,43272
10,564,564,282,4230,138,132,124,47364,45878,43395
10,565,565,283,4238,138,133,124,47502,46010,43519
10,566,566,283,4245,138,133,124,47640,46143,43643
10,567,567,284,4253,138,133,124,47778,46276,43767
10,568,568,284,4260,138,133,124,47916,46409,43891
10,569,569,285,4268,139,133,124,48054,46542,44015
10,570,570,285,4275,139,133,125,48193,46675,44139
10,571,571,286,4283,139,134,125,48332,46808,44264
10,572,572,286,4290,139,134,125,48471,46942,44389
10,573,573,287,4298,139,134,125,48610,47076,44514
10,574,574,287,4305,140,134,125,48749,47210,44639
10,575,575,288,4313,140,134,125,48889,47344,44764
10,576,576,288,4320,140,135,126,49029,47478,44889
10,577,577,289,4328,140,135,126,49169,47613,45015
10,578,578,289,4335,140,135,126,49309,47748,45141
10,579,579,290,4343,141,135,126,49449,47883,45267
10,580,580,290,4350,141,135,126,49590,48018,45393
10,581,581,291,4358,141,135,126,49731,48153,45519
10,582,582,291,4365,141,136,127,49872,48288,45645
10,583,583,292,4373,141,136,127,50013,48424,45772
10,584,584,292,4380,141,136,127,50154,48560,45899
10,585,585,293,4388,142,136,127,50295,48696,46026
10,586,586,293,4395,142,136,127,50437,48832,46153
10,587,587,294,4403,142,137,127,50579,48968,46280
10,588,588,294,4410,142,137,128,50721,49105,46407
10,589,589,295,4418,142,137,128,50863,49242,46535
10,590,590,295,4425,143,137,128,51005,49379,46663
10,591,591,296,4433,143,137,128,51148,49516,46791
10,592,592,296,4440,143,137,128,51291,49653,46919
10,593,593,297,4448,143,138,128,51434,49790,47047
10,594,594,297,4455,143,138,129,51577,49928,47175
10,595,595,298,4463,144,138,129,51720,50066,47304
10,596,596,298,4470,144,138,129,51864,50204,47433
10,597,597,299,4478,144,138,129,52008,50342,47562
10,598,598,299,4485,144,139,129,52152,50480,47691
10,599,599,300,4493,144,139,129,52296,50619,47820
10,600,600,300,4500,144,139,129,52440,50758,47949
10,601,601,301,4508,145,139,130,52584,50897,48078
10,602,602,301,4515,145,139,130,52729,51036,48208
10,603,603,302,4523,145,139,130,52874,51175,48338
10,604,604,302,4530,145,140,130,53019,51314,48468
10,605,605,303,4538,145,140,130,53164,51454,48598
10,606,606,303,4545,146,140,130,53309,51594,48728
10,607,607,304,4553,146,140,131,53455,51734,48858
10,608,608,304,4560,146,140,131,53601,51874,48989
10,609,609,305,4568,146,141,131,53747,52014,49120
10,610,610,305,4575,146,141,131,53893,52155,49251
10,611,611,306,4583,147,141,131,54039,52296,49382
10,612,612,306,4590,147,141,131,54186,52437,49513
10,613,613,307,4598,147,141,132,54333,52578,49644
10,614,614,307,4605,147,141,132,54480,52719,49776
10,615,615,308,4613,147,142,132,54627,52860,49908
10,616,616,308,4620,148,142,132,54774,53002,50040
10,617,617,309,4628,148,142,132,54922,53144,50172
10,618,618,309,4635,148,142,132,55070,53286,50304
10,619,619,310,4643,148,142,133,55218,53428,50436
10,620,620,310,4650,148,142,133,55366,53570,50569
10,621,621,311,4658,148,143,133,55514,53712,50702
10,622,622,311,4665,149,143,133,55662,53855,50835
10,623,623,312,4673,149,143,133,55811,53998,50968
10,624,624,312,4680,149,143,133,55960,54141,51101
10,625,625,313,4688,149,143,134,56109,54284,51234
10,626,626,313,4695,149,144,134,56258,54427,51368
10,627,627,314,4703,150,144,134,56407,54571,51502
10,628,628,314,4710,150,144,134,56557,54715,51636
10,629,629,315,4718,150,144,134,56707,54859,51770
10,630,630,315,4725,150,144,134,56857,55003,51904
10,631,631,316,4733,150,144,135,57007,55147,52038
10,632,632,316,4740,151,145,135,57157,55291,52173
10,633,633,317,4748,151,145,135,57308,55436,52308
10,634,634,317,4755,151,145,135,57459,55581,52443
10,635,635,318,4763,151,145,135,57610,55726,52578
10,636,636,318,4770,151,145,135,57761,55871,52713
10,637,637,319,4778,152,146,136,57912,56016,52848
10,638,638,319,4785,152,146,136,58064,56162,52984
10,639,639,320,4793,152,146,136,58216,56308,53120
10,640,640,320,4800,152,146,136,58368,56454,53256
10,641,641,321,4808,152,146,136,58520,56600,53392
10,642,642,321,4815,152,146,136,58672,56746,53528
10,643,643,322,4823,153,147,137,58824,56892,53664
10,644,644,322,4830,153,147,137,58977,57039,53801
10,645,645,323,4838,153,147,137,59130,57186,53938
10,646,646,323,4845,153,147,137,59283,57333,54075
10,647,647,324,4853,153,147,137,59436,57480,54212
10,648,648,324,4860,154,148,137,59589,57627,54349
10,649,649,325,4868,154,148,138,59743,57775,54486
10,650,650,325,4875,154,148,138,59897,57923,54624
10,651,651,326,4883,154,148,138,60051,58071,54762
10,652,652,326,4890,154,148,138,60205,58219,54900
10,653,653,327,4898,155,148,138,60359,58367,55038
10,654,654,327,4905,155,149,138,60514,58515,55176
10,655,655,328,4913,155,149,139,60669,58664,55314
10,656,656,328,4920,155,149,139,60824,58813,55453
10,657,657,329,4928,155,149,139,60979,58962,55592
10,658,658,329,4935,156,149,139,61134,59111,55731
10,659,659,330,4943,156,150,139,61290,59260,55870
10,660,660,330,4950,156,150,139,61446,59410,56009
10,661,661,331,4958,156,150,140,61602,59560,56148
10,662,662,331,4965,156,150,140,61758,59710,56288
10,663,663,332,4973,156,150,140,61914,59860,56428
10,664,664,332,4980,157,150,140,62070,60010,56568
10,665,665,333,4988,157,151,140,62227,60160,56708
10,666,666,333,4995,157,151,140,62384,60311,56848
10,667,667,334,5003,157,151,141,62541,60462,56988
10,668,668,334,5010,157,151,141,62698,60613,57129
10,669,669,335,5018,158,151,141,62855,60764,57270
10,670,670,335,5025,158,152,141,63013,60915,57411
10,671,671,336,5033,158,152,141,63171,61067,57552
10,672,672,336,5040,158,152,141,63329,61219,57693
10,673,673,337,5048,158,152,142,63487,61371,57834
10,674,674,337,5055,159,152,142,63645,61523,57976
10,675,675,338,5063,159,152,142,63804,61675,58118
10,676,676,338,5070,159,153,142,63963,61827,58260
10,677,677,339,5078,159,153,142,64122,61980,58402
10,678,678,339,5085,159,153,142,64281,62133,58544
10,679,679,340,5093,160,153,143,64440,62286,58686
10,680,680,340,5100,160,153,143,64600,62439,58829
10,681,681,341,5108,160,154,143,64760,62592,58972
10,682,682,341,5115,160,154,143,64920,62746,59115
10,683,683,342,5123,160,154,143,65080,62900,59258
10,684,684,342,5130,160,154,143,65240,63054,59401
10,685,685,343,5138,161,154,144,65400,63208,59544
10,686,686,343,5145,161,154,144,65561,63362,59688
10,687,687,344,5153,161,155,144,65722,63516,59832
10,688,688,344,5160,161,155,144,65883,63671,59976
10,689,689,345,5168,161,155,144,66044,63826,60120
10,690,690,345,5175,162,155,144,66205,63981,60264
10,691,691,346,5183,162,155,145,66367,64136,60408
10,692,692,346,5190,162,155,145,66529,64291,60553
10,693,693,347,5198,162,156,145,66691,64446,60698
10,694,694,347,5205,162,156,145,66853,64602,60843
10,695,695,348,5213,163,156,145,67015,64758,60988
10,696,696,348,5220,163,156,145,67178,64914,61133
10,697,697,349,5228,163,156,146,67341,65070,61278
10,698,698,349,5235,163,157,146,67504,65226,61424
10,699,699,350,5243,163,157,146,67667,65383,61570
10,700,700,350,5250,163,157,146,67830,65540,61716
10,701,701,351,5258,164,157,146,67993,65697,61862
10,702,702,351,5265,164,157,146,68157,65854,62008
10,703,703,352,5273,164,157,146,68321,66011,62154
10,704,704,352,5280,164,158,147,68485,66168,62300
10,705,705,353,5288,164,158,147,68649,66326,62447
10,706,706,353,5295,165,158,147,68813,66484,62594
10,707,707,354,5303,165,158,147,68978,66642,62741
10,708,708,354,5310,165,158,147,69143,66800,62888
10,709,709,355,5318,165,159,147,69308,66958,63035
10,710,710,355,5325,165,159,148,69473,67117,63182
10,711,711,356,5333,166,159,148,69638,67276,63330
10,712,712,356,5340,166,159,148,69804,67435,63478
10,713,713,357,5348,166,159,148,69970,67594,63626
10,714,714,357,5355,166,159,148,70136,67753,63774
10,715,715,358,5363,166,160,148,70302,67912,63922
10,716,716,358,5370,167,160,149,70468,68072,64070
10,717,717,359,5378,167,160,149,70635,68232,64219
10,718,718,359,5385,167,160,149,70802,68392,64368
10,719,719,360,5393,167,160,149,70969,68552,64517
10,720,720,360,5400,167,161,149,71136,68712,64666
10,721,721,361,5408,167,161,149,71303,68873,64815
10,722,722,361,5415,168,161,150,71470,69034,64964
10,723,723,362,5423,168,161,150,71638,69195,65114
10,724,724,362,5430,168,161,150,71806,69356,65264
10,725,725,363,5438,168,161,150,71974,69517,65414
10,726,726,363,5445,168,162,150,72142,69678,65564
10,727,727,364,5453,169,162,150,72310,69840,65714
10,728,728,364,5460,169,162,151,72479,70002,65864
10,729,729,365,5468,169,162,151,72648,70164,66015
10,730,730,365,5475,169,162,151,72817,70326,66166
10,731,731,366,5483,169,163,151,72986,70488,66317
10,732,732,366,5490,170,163,151,73155,70651,66468
10,733,733,367,5498,170,163,151,73325,70814,66619
10,734,734,367,5505,170,163,152,73495,70977,66770
10,735,735,368,5513,170,163,152,73665,71140,66922
10,736,736,368,5520,170,163,152,73835,71303,67074
10,737,737,369,5528,171,164,152,74005,71466,67226
10,738,738,369,5535,171,164,152,74176,71630,67378
10,739,739,370,5543,171,164,152,74347,71794,67530
10,740,740,370,5550,171,164,153,74518,71958,67682
10,741,741,371,5558,171,164,153,74689,72122,67835
10,742,742,371,5565,171,165,153,74860,72286,67988
10,743,743,372,5573,172,165,153,75031,72451,68141
10,744,744,372,5580,172,165,153,75203,72616,68294
10,745,745,373,5588,172,165,153,75375,72781,68447
10,746,746,373,5595,172,165,154,75547,72946,68600
10,747,747,374,5603,172,165,154,75719,73111,68754
10,748,748,374,5610,173,166,154,75891,73276,68908
10,749,749,375,5618,173,166,154,76064,73442,69062
10,750,750,375,5625,173,166,154,76237,73608,69216
10,751,751,376,5633,173,166,154,76410,73774,69370
10,752,752,376,5640,173,166,155,76583,73940,69524
10,753,753,377,5648,174,167,155,76756,74106,69679
10,754,754,377,5655,174,167,155,76930,74273,69834
10,755,755,378,5663,174,167,155,77104,74440,69989
10,756,756,378,5670,174,167,155,77278,74607,70144
10,757,757,379,5678,174,167,155,77452,74774,70299
10,758,758,379,5685,175,167,156,77626,74941,70454
10,759,759,380,5693,175,168,156,77801,75108,70610
10,760,760,380,5700,175,168,156,77976,75276,70766
10,761,761,381,5708,175,168,156,78151,75444,70922
10,762,762,381,5715,175,168,156,78326,75612,71078
10,763,763,382,5723,175,168,156,78501,75780,71234
10,764,764,382,5730,176,168,157,78676,75948,71390
10,765,765,383,5738,176,169,157,78852,76116,71547
10,766,766,383,5745,176,169,157,79028,76285,71704
10,767,767,384,5753,176,169,157,79204,76454,71861
10,768,768,384,5760,176,169,157,79380,76623,72018
10,769,769,385,5768,177,169,157,79556,76792,72175
10,770,770,385,5775,177,170,158,79733,76961,72332
10,771,771,386,5783,177,170,158,79910,77131,72490
10,772,772,386,5790,177,170,158,80087,77301,72648
10,773,773,387,5798,177,170,158,80264,77471,72806
10,774,774,387,5805,178,170,158,80441,77641,72964
10,775,775,388,5813,178,170,158,80619,77811,73122
10,776,776,388,5820,178,171,159,80797,77981,73280
10,777,777,389,5828,178,171,159,80975,78152,73439
10,778,778,389,5835,178,171,159,81153,78323,73598
10,779,779,390,5843,179,171,159,81331,78494,73757
10,780,780,390,5850,179,171,159,81510,78665,73916
10,781,781,391,5858,179,172,159,81689,78836,74075
10,782,782,391,5865,179,172,160,81868,79008,74234
10,783,783,392,5873,179,172,160,82047,79180,74394
10,784,784,392,5880,179,172,160,82226,79352,74554
10,785,785,393,5888,180,172,160,82405,79524,74714
10,786,786,393,5895,180,172,160,82585,79696,74874
10,787,787,394,5903,180,173,160,82765,79868,75034
10,788,788,394,5910,180,173,161,82945,80041,75194
10,789,789,395,5918,180,173,161,83125,80214,75355
10,790,790,395,5925,181,173,161,83305,80387,75516
10,791,791,396,5933,181,173,161,83486,80560,75677
10,792,792,396,5940,181,174,161,83667,80733,75838
10,793,793,397,5948,181,174,161,83848,80907,75999
10,794,794,397,5955,181,174,162,84029,81081,76160
10,795,795,398,5963,182,174,162,84210,81255,76322
10,796,796,398,5970,182,174,162,84392,81429,76484
10,797,797,399,5978,182,174,162,84574,81603,76646
10,798,798,399,5985,182,175,162,84756,81777,76808
10,799,799,400,5993,182,175,162,84938,81952,76970
10,800,800,400,6000,182,175,162,85120,82127,77132
10,801,801,401,6008,183,175,163,85302,82302,77294
10,802,802,401,6015,183,175,163,85485,82477,77457
10,803,803,402,6023,183,176,163,85668,82652,77620
10,804,804,402,6030,183,176,163,85851,82828,77783
10,805,805,403,6038,183,176,163,86034,83004,77946
10,806,806,403,6045,184,176,163,86217,83180,78109
10,807,807,404,6053,184,176,164,86401,83356,78272
10,808,808,404,6060,184,176,164,86585,83532,78436
10,809,809,405,6068,184,177,164,86769,83708,78600
10,810,810,405,6075,184,177,164,86953,83885,78764
10,811,811,406,6083,185,177,164,87137,84062,78928
10,812,812,406,6090,185,177,164,87322,84239,79092
10,813,813,407,6098,185,177,165,87507,84416,79256
10,814,814,407,6105,185,178,165,87692,84593,79421
10,815,815,408,6113,185,178,165,87877,84771,79586
10,816,816,408,6120,186,178,165,88062,84949,79751
10,817,817,409,6128,186,178,165,88248,85127,79916
10,818,818,409,6135,186,178,165,88434,85305,80081
10,819,819,410,6143,186,178,166,88620,85483,80246
10,820,820,410,6150,186,179,166,88806,85661,80412
10,821,821,411,6158,186,179,166,88992,85840,80578
10,822,822,411,6165,187,179,166,89178,86019,80744
10,823,823,412,6173,187,179,166,89365,86198,80910
10,824,824,412,6180,187,179,166,89552,86377,81076
10,825,825,413,6188,187,180,167,89739,86556,81242
10,826,826,413,6195,187,180,167,89926,86736,81409
10,827,827,414,6203,188,180,167,90113,86916,81576
10,828,828,414,6210,188,180,167,90301,87096,81743
10,829,829,415,6218,188,180,167,90489,87276,81910
10,830,830,415,6225,188,180,167,90677,87456,82077
10,831,831,416,6233,188,181,168,90865,87636,82244
10,832,832,416,6240,189,181,168,91053,87817,82412
10,833,833,417,6248,189,181,168,91242,87998,82580
10,834,834,417,6255,189,181,168,91431,88179,82748
10,835,835,418,6263,189,181,168,91620,88360,82916
10,836,836,418,6270,189,182,168,91809,88541,83084
10,837,837,419,6278,190,182,169,91998,88723,83252
10,838,838,419,6285,190,182,169,92188,88905,83421
10,839,839,420,6293,190,182,169,92378,89087,83590
10,840,840,420,6300,190,182,169,92568,89269,83759
10,841,841,421,6308,190,182,169,92758,89451,83928
10,842,842,421,6315,190,183,169,92948,89633,84097
10,843,843,422,6323,191,183,170,93138,89816,84266
10,844,844,422,6330,191,183,170,93329,89999,84436
10,845,845,423,6338,191,183,170,93520,90182,84606
10,846,846,423,6345,191,183,170,93711,90365,84776
10,847,847,424,6353,191,183,170,93902,90548,84946
10,848,848,424,6360,192,184,170,94093,90731,85116
10,849,849,425,6368,192,184,171,94285,90915,85286
10,850,850,425,6375,192,184,171,94477,91099,85457
10,851,851,426,6383,192,184,171,94669,91283,85628
10,852,852,426,6390,192,184,171,94861,91467,85799
10,853,853,427,6398,193,185,171,95053,91651,85970
10,854,854,427,6405,193,185,171,95246,91836,86141
10,855,855,428,6413,193,185,172,95439,92021,86312
10,856,856,428,6420,193,185,172,95632,92206,86484
10,857,857,429,6428,193,185,172,95825,92391,86656
10,858,858,429,6435,194,185,172,96018,92576,86828
10,859,859,430,6443,194,186,172,96212,92761,87000
10,860,860,430,6450,194,186,172,96406,92947,87172
10,861,861,431,6458,194,186,173,96600,93133,87344
10,862,862,431,6465,194,186,173,96794,93319,87517
10,863,863,432,6473,194,186,173,96988,93505,87690
10,864,864,432,6480,195,187,173,97182,93691,87863
10,865,865,433,6488,195,187,173,97377,93878,88036
10,866,866,433,6495,195,187,173,97572,94065,88209
10,867,867,434,6503,195,187,174,97767,94252,88382
10,868,868,434,6510,195,187,174,97962,94439,88556
10,869,869,435,6518,196,187,174,98157,94626,88730
10,870,870,435,6525,196,188,174,98353,94813,88904
10,871,871,436,6533,196,188,174,98549,95001,89078
10,872,872,436,6540,196,188,174,98745,95189,89252
10,873,873,437,6548,196,188,175,98941,95377,89426
10,874,874,437,6555,197,188,175,99137,95565,89601
10,875,875,438,6563,197,189,175,99334,95753,89776
10,876,876,438,6570,197,189,175,99531,95942,89951
10,877,877,439,6578,197,189,175,99728,96131,90126
10,878,878,439,6585,197,189,175,99925,96320,90301
10,879,879,440,6593,198,189,176,100122,96509,90476
10,880,880,440,6600,198,189,176,100320,96698,90652
10,881,881,441,6608,198,190,176,100518,96887,90828
10,882,882,441,6615,198,190,176,100716,97077,91004
10,883,883,442,6623,198,190,176,100914,97267,91180
10,884,884,442,6630,198,190,176,101112,97457,91356
10,885,885,443,6638,199,190,177,101310,97647,91532
10,886,886,443,6645,199,191,177,101509,97837,91709
10,887,887,444,6653,199,191,177,101708,98028,91886
10,888,888,444,6660,199,191,177,101907,98219,92063
10,889,889,445,6668,199,191,177,102106,98410,92240
10,890,890,445,6675,200,191,177,102305,98601,92417
10,891,891,446,6683,200,191,178,102505,98792,92594
10,892,892,446,6690,200,192,178,102705,98983,92772
10,893,893,447,6698,200,192,178,102905,99175,92950
10,894,894,447,6705,200,192,178,103105,99367,93128
10,895,895,448,6713,201,192,178,103305,99559,93306
10,896,896,448,6720,201,192,178,103506,99751,93484
10,897,897,449,6728,201,193,179,103707,99943,93662
10,898,898,449,6735,201,193,179,103908,100136,93841
10,899,899,450,6743,201,193,179,104109,100329,94020
10,900,900,450,6750,201,193,179,104310,100522,94199
10,901,901,451,6758,202,193,179,104511,100715,94378
10,902,902,451,6765,202,193,179,104713,100908,94557
10,903,903,452,6773,202,194,179,104915,101101,94736
10,904,904,452,6780,202,194,180,105117,101295,94915
10,905,905,453,6788,202,194,180,105319,101489,95095
10,906,906,453,6795,203,194,180,105521,101683,95275
10,907,907,454,6803,203,194,180,105724,101877,95455
10,908,908,454,6810,203,195,180,105927,102071,95635
10,909,909,455,6818,203,195,180,106130,102266,95815
10,910,910,455,6825,203,195,181,106333,102461,95995
10,911,911,456,6833,204,195,181,106536,102656,96176
10,912,912,456,6840,204,195,181,106740,102851,96357
10,913,913,457,6848,204,195,181,106944,103046,96538
10,914,914,457,6855,204,196,181,107148,103241,96719
10,915,915,458,6863,204,196,181,107352,103437,96900
10,916,916,458,6870,205,196,182,107556,103633,97081
10,917,917,459,6878,205,196,182,107761,103829,97263
10,918,918,459,6885,205,196,182,107966,104025,97445
10,919,919,460,6893,205,196,182,108171,104221,97627
10,920,920,460,6900,205,197,182,108376,104417,97809
10,921,921,461,6908,205,197,182,108581,104614,97991
10,922,922,461,6915,206,197,183,108786,104811,98173
10,923,923,462,6923,206,197,183,108992,105008,98356
10,924,924,462,6930,206,197,183,109198,105205,98539
10,925,925,463,6938,206,198,183,109404,105402,98722
10,926,926,463,6945,206,198,183,109610,105600,98905
10,927,927,464,6953,207,198,183,109816,105798,99088
10,928,928,464,6960,207,198,184,110023,105996,99271
10,929,929,465,6968,207,198,184,110230,106194,99455
10,930,930,465,6975,207,198,184,110437,106392,99639
10,931,931,466,6983,207,199,184,110644,106590,99823
10,932,932,466,6990,208,199,184,110851,106789,100007
10,933,933,467,6998,208,199,184,111059,106988,100191
10,934,934,467,7005,208,199,185,111267,107187,100375
10,935,935,468,7013,208,199,185,111475,107386,100560
10,936,936,468,7020,208,200,185,111683,107585,100745
10,937,937,469,7028,209,200,185,111891,107785,100930
10,938,938,469,7035,209,200,185,112100,107985,101115
10,939,939,470,7043,209,200,185,112309,108185,101300
